sentence,hypothesis,features,contradiction
"define intent stnIntent: for group('students') set quota('upload', '6', 'gb/wk')","define intent hypIntent: for group('students') set quota('any', '5', 'gb/wk')","[5, 0, 1440.0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0]",1
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.2.10') remove middlebox('dpi'), middlebox('traffics monitor'), middlebox('copyright monitoring')",define intent hypIntent: for group('dorms') remove middlebox('unit firewall'),"[3, 1, 1440.0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 1.7928949929650728, 4]",0
define intent stnIntent: from endpoint('19.16.1.1') to endpoint('19.16.1.1') allow service('file transfer') traffic('social media'),define intent hypIntent: from endpoint('19.16.1.1') to endpoint('19.16.1.1') block service('irc') traffic('social media'),"[2, 1, 1440.0, 1, 0, 0, 1, 4.0, 4, 0.28800762323407425, 2, 0, 0, 1.0, 2, 0, 0, 0, 0]",1
"define intent stnIntent: for group('students') set bandwidth('min', '60', 'mbps')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('19.16.1.1') add middlebox('unit firewall'), middlebox('dpi')","[2, 1, 1440.0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 2]",0
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.4.15') set quota('download', '3', 'gb/wk')","define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.4.17') set quota('any', '9', 'gb/wk')","[5, 0, 1440.0, 0, 0, 1, 0, 3.033222820866925, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"define intent stnIntent: for group('guests') allow service('irc'), service('NETBIOS') start hour('04:20') end hour('11:30')","define intent hypIntent: for group('guests') block protocol('https'), protocol('IMAP') start hour('15:30') end hour('16:10')","[5, 1, 0, 1, 1, 1, 1, 0, 0, 0, 2, 1, 2, 0, 0, 0, 2, 0, 0]",0
define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.1.3') allow service('PC Telephone') traffic('peer2peer') start hour('08:10') end hour('16:10'),define intent hypIntent: for group('students') block traffic('gaming') protocol('tcp') start hour('12:00') end hour('14:20'),"[4, 1, 141.0, 1, 0, 1, 1, 0, 2, 0, 1, 0, 1, 0.3504968253813355, 2, 0, 1, 0, 0]",1
define intent stnIntent: for group('guests') block service('Sony Playstation 2') traffic('social media') add middlebox('firewall'),"define intent hypIntent: for group('guests') allow traffic('peer2peer'), traffic('file sharing')","[5, 1, 1440.0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 2, 1.065358716401231, 3, 0, 0, 0, 1]",0
"define intent stnIntent: for group('students') set bandwidth('max', '40', 'mbps')","define intent hypIntent: for group('students') set bandwidth('min', '20', 'mbps')","[5, 0, 1440.0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0]",1
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.2.4') set bandwidth('max', '80', 'mbps')","define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.2.6') set quota('any', '8', 'gb/wk')","[5, 1, 1440.0, 0, 0, 1, 0, 3.086709951843666, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.4.15') add middlebox('firewall'), middlebox('dpi'), middlebox('overuse notification')","define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.1.3') remove middlebox('load balancer'), middlebox('dpi'), middlebox('network border system')","[4, 1, 1440.0, 1, 0, 1, 0, 3.0208378280614587, 4, 0, 0, 0, 0, 0, 0, 0, 0, 5.344169721710385, 6]",1
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.4.15') set quota('any', '8', 'gb/wk')","define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.4.24') set quota('any', '3', 'gb/wk')","[5, 0, 1440.0, 0, 0, 1, 0, 3.00473043976952, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
define intent stnIntent: from endpoint('19.16.1.1') to endpoint('19.16.1.1') allow service('email') traffic('peer2peer'),define intent hypIntent: from endpoint('19.16.1.1') to endpoint('19.16.1.1') block service('bittorrent') protocol('dns'),"[2, 1, 1440.0, 1, 0, 0, 1, 4.0, 4, 0.673400715156413, 2, 0, 0, 0, 1, 0, 1, 0, 0]",1
define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.37.86') add middlebox('copyright monitoring'),define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.37.95') add middlebox('unit firewall'),"[5, 1, 1440.0, 0, 0, 1, 0, 2.856712207214664, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0.6977002430855815, 2]",0
"define intent stnIntent: for group('dorms') add middlebox('unit firewall'), middlebox('dpi')","define intent hypIntent: for group('dorm') remove middlebox('unit firewall'), middlebox('ips')","[5, 1, 1440.0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 2.0333324009037317, 4]",1
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('19.16.1.1') set quota('download', '7', 'gb/wk')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.4.15') add middlebox('dpi'), middlebox('ips')","[2, 1, 1440.0, 0, 0, 1, 0, 3.1976957956074514, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]",0
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.22.67') set bandwidth('max', '50', 'mbps') start hour('11:00') end hour('14:20')","define intent hypIntent: for group('guests') set bandwidth('min', '90', 'mbps') start hour('10:00') end hour('19:10')","[4, 0, 201.0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",1
"define intent stnIntent: for group('students') set quota('upload', '3', 'gb/wk')","define intent hypIntent: for group('students') set bandwidth('min', '10', 'mbps')","[5, 1, 1440.0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0]",0
"define intent stnIntent: for group('guests') allow traffic('voip'), traffic('email')",define intent hypIntent: for group('guests') block traffic('any') protocol('POP3'),"[5, 1, 1440.0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 2, 0.6557149776328903, 3, 0, 1, 0, 0]",1
"define intent stnIntent: for group('dorms') set quota('download', '1', 'gb/wk')","define intent hypIntent: for group('dormitory') set quota('upload', '5', 'gb/wk')","[5, 0, 1440.0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0]",0
"define intent stnIntent: for group('students') add middlebox('ids'), middlebox('load balancer'), middlebox('dpi')","define intent hypIntent: for group('students') remove middlebox('overuse notification'), middlebox('dpi')","[5, 1, 1440.0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 3.244315062271614, 5]",1
"define intent stnIntent: for group('guests') unset bandwidth('max', '20', 'mbps')","define intent hypIntent: for group('guests') set quota('upload', '7', 'gb/wk')","[5, 1, 1440.0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0]",0
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.37.86') set quota('download', '2', 'gb/wk')","define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.37.94') set quota('download', '7', 'gb/wk')","[5, 0, 1440.0, 0, 0, 1, 0, 3.0640317934486, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"define intent stnIntent: for group('guests') set quota('any', '2', 'gb/wk')",define intent stnIntent: for group('dorms') allow service('file transfer') traffic('any'),"[2, 1, 1440.0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 0, 1, 0, 0, 0, 0]",0
define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.4.15') allow traffic('gaming') protocol('snmp'),"define intent hypIntent: for group('dorms') block protocol('smtp'), protocol('tcp')","[3, 1, 1440.0, 1, 0, 0, 1, 0, 2, 0, 0, 0, 1, 0, 1, 0.7148286589901492, 3, 0, 0]",1
"define intent stnIntent: for group('guests') unset bandwidth('max', '90', 'mbps')","define intent hypIntent: for group('guests') unset bandwidth('min', '20', 'mbps')","[5, 0, 1440.0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0]",0
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.7.36') set bandwidth('max', '70', 'mbps')","define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.4.26') set bandwidth('max', '90', 'mbps')","[4, 0, 1440.0, 0, 0, 1, 0, 2.9867047996968124, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.29.75') set quota('download', '8', 'gb/wk')","define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.29.83') set quota('any', '4', 'gb/wk')","[5, 0, 1440.0, 0, 0, 1, 0, 3.1132766348355956, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.11.50') set bandwidth('max', '50', 'mbps')","define intent hypIntent: for group('guests') set bandwidth('min', '20', 'mbps')","[3, 0, 1440.0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",1
define intent stnIntent: for group('guests') remove middlebox('dpi'),"define intent hypIntent: for group('guests') remove middlebox('traffics monitor'), middlebox('unit firewall'), middlebox('ids')","[5, 1, 1440.0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 1.3278373169907816, 4]",0
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.37.86') set bandwidth('max', '40', 'mbps')","define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.37.93') set bandwidth('min', '40', 'mbps')","[5, 0, 1440.0, 0, 0, 1, 0, 3.0443764524146024, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"define intent stnIntent: for group('guests') set quota('any', '8', 'gb/wk')","define intent hypIntent: for group('guests') set bandwidth('max', '10', 'mbps')","[5, 1, 1440.0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0]",0
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.29.84') set quota('any', '5', 'gb/wk')","define intent hypIntent: for group('guests') set quota('download', '3', 'gb/wk')","[3, 0, 1440.0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",1
define intent stnIntent: for group('students') allow service('MSN application sharing') traffic('torrent'),define intent hypIntent: for group('scholar') allow service('vimeo') protocol('secure IMAP'),"[5, 1, 1440.0, 0, 1, 1, 0, 0, 0, 0.313204715311509, 2, 0, 2, 0, 1, 0, 1, 0, 0]",0
define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.11.46') allow service('NETBIOS') traffic('social media') start hour('12:20') end hour('15:10'),define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.11.40') block service('Net2Phone') protocol('secure IMAP') start hour('11:00') end hour('18:10'),"[5, 1, 171.0, 1, 0, 0, 1, 2.847433931278468, 4, 0.6395554053113409, 2, 0, 0, 0, 1, 0, 1, 0, 0]",1
"define intent stnIntent: for group('dorms') unset bandwidth('max', '30', 'mbps')","define intent hypIntent: for group('dorms') set quota('any', '2', 'gb/wk')","[5, 1, 1440.0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0]",0
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.16.52') set quota('any', '8', 'gb/wk')","define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.16.62') set quota('any', '1', 'gb/wk')","[5, 0, 1440.0, 0, 0, 1, 0, 3.001916115804474, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.4.26') unset quota('download', '8', 'gb/wk')","define intent hypIntent: for group('dorms') set bandwidth('min', '60', 'mbps')","[4, 1, 1440.0, 1, 0, 1, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",0
"define intent stnIntent: for group('dorms') add middlebox('parental control'), middlebox('copyright monitoring'), middlebox('dpi')","define intent hypIntent: for group('dorms') remove middlebox('firewall'), middlebox('parental control')","[5, 1, 1440.0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 3.6185233765755385, 5]",1
"define intent stnIntent: for group('dorms') allow service('email'), service('popcorn time') add middlebox('firewall')",define intent hypIntent: for group('dorms') block service('irc') add middlebox('firewall'),"[5, 1, 1440.0, 1, 1, 1, 0, 0, 0, 0.6687376981037692, 3, 1, 2, 0, 0, 0, 0, 1.0, 2]",0
define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.4.15') allow traffic('video conference') protocol('tcp'),define intent hypIntent: for group('students') block traffic('peer2peer') protocol('https'),"[4, 1, 1440.0, 1, 0, 0, 1, 0, 2, 0, 0, 0, 1, 0.35804936974887575, 2, 0.4006478567621579, 2, 0, 0]",1
define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.22.74') allow service('Everquest') traffic('peer2peer') start hour('02:20') end hour('11:00'),"define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.22.74') block traffic('streaming'), traffic('gaming') start hour('14:00') end hour('17:10')","[4, 1, 0, 1, 0, 0, 1, 3.539082752298861, 4, 0, 1, 0, 0, 0.8360872729555854, 3, 0, 0, 0, 0]",0
"define intent stnIntent: for group('guests') set bandwidth('min', '90', 'mbps') start hour('08:00') end hour('19:20')","define intent hypIntent: for group('guests') set bandwidth('min', '90', 'mbps')","[5, 0, 681.0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0]",1
"define intent stnIntent: for group('guests') allow traffic('streaming'), traffic('H323 video conferencing')",define intent hypIntent: for group('guest') block traffic('video conference') protocol('sftp'),"[5, 1, 1440.0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 2, 1.2489345977566149, 3, 0, 1, 0, 0]",0
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.4.15') set bandwidth('max', '60', 'mbps')","define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.4.23') set bandwidth('max', '30', 'mbps')","[5, 0, 1440.0, 0, 0, 1, 0, 2.865409108630808, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
define intent stnIntent: for group('guests') add middlebox('overuse notification'),define intent hypIntent: for group('guests') remove middlebox('parental control'),"[5, 1, 1440.0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0.5991950382296141, 2]",0
"define intent stnIntent: for group('guests') set quota('download', '8', 'gb/wk')","define intent hypIntent: for group('visitors') set quota('any', '9', 'gb/wk')","[5, 0, 1440.0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0]",1
"define intent stnIntent: for group('dorms') unset quota('download', '8', 'gb/wk')","define intent hypIntent: for group('dorms') unset bandwidth('min', '40', 'mbps')","[5, 1, 1440.0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0]",0
define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.11.39') allow traffic('any') protocol('ftp'),"define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.11.49') block protocol('icmp'), protocol('nat')","[5, 1, 1440.0, 1, 0, 1, 1, 3.0962017482424766, 4, 0, 0, 0, 0, 0, 1, 0.9300269373532096, 3, 0, 0]",1
define intent stnIntent: for group('guests') block service('vimeo') traffic('gaming'),define intent hypIntent: for group('guests') block service('irc') traffic('social media') add middlebox('firewall'),"[5, 1, 1440.0, 0, 1, 1, 0, 0, 0, 0.4585492368636864, 2, 1, 2, 0.4420594546169734, 2, 0, 0, 0, 1]",0
"define intent stnIntent: for group('dorms') set bandwidth('min', '40', 'mbps')","define intent hypIntent: for group('dorms') set bandwidth('max', '60', 'mbps')","[5, 0, 1440.0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0]",1
"define intent stnIntent: for group('students') unset bandwidth('max', '10', 'mbps')","define intent hypIntent: for group('students') unset bandwidth('min', '50', 'mbps')","[5, 0, 1440.0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0]",0
define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.2.4') allow service('stremio') traffic('voip'),define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.2.5') block service('MSN video') protocol('quic'),"[5, 1, 1440.0, 1, 0, 1, 1, 3.2817711951853137, 4, 0.5011609616508161, 2, 0, 0, 0, 1, 0, 1, 0, 0]",1
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.22.63') set quota('upload', '7', 'gb/wk')","define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.16.58') set bandwidth('max', '10', 'mbps')","[4, 1, 1440.0, 0, 0, 0, 0, 2.4618706657843363, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.2.4') add middlebox('traffics monitor'),"define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.2.14') remove middlebox('ids'), middlebox('traffics monitor'), middlebox('overuse notification')","[5, 1, 1440.0, 1, 0, 1, 0, 3.1218466968872036, 4, 0, 0, 0, 0, 0, 0, 0, 0, 1.9891876340046455, 4]",1
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('19.16.1.1') unset bandwidth('max', '70', 'mbps')","define intent hypIntent: from endpoint('19.16.1.1') to endpoint('19.16.1.1') set quota('download', '8', 'gb/wk')","[2, 1, 1440.0, 1, 0, 0, 0, 4.0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.37.86') allow traffic('social media') protocol('secure POP'),"define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.37.96') block protocol('POP3'), protocol('secure POP')","[5, 1, 1440.0, 1, 0, 1, 0, 3.147040805608862, 4, 0, 0, 0, 0, 0, 1, 1.4051030569391534, 3, 0, 0]",1
"define intent stnIntent: for group('students') set quota('upload', '1', 'gb/wk')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('19.16.1.1') add middlebox('copyright monitoring'), middlebox('traffics monitor')","[2, 1, 1440.0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 2]",0
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.2.4') add middlebox('network border system'), middlebox('overuse notification'), middlebox('ips')","define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.2.10') remove middlebox('network border system'), middlebox('traffics monitor')","[5, 1, 1440.0, 1, 0, 1, 0, 2.9148749222396284, 4, 0, 0, 0, 0, 0, 0, 0, 0, 3.2746167863761952, 5]",1
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.4.15') allow traffic('peer2peer'), traffic('H323 video conferencing') add middlebox('firewall')",define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.1.2') allow traffic('streaming') protocol('tcp') add middlebox('firewall'),"[3, 1, 1440.0, 0, 0, 1, 1, 3.004813882113152, 4, 0, 0, 0, 0, 1.1100473830134978, 3, 0, 1, 1.0, 2]",0
define intent stnIntent: for group('guests') allow service('MSN video') traffic('social media'),define intent hypIntent: for group('visitors') block service('MSN video') traffic('any'),"[5, 1, 1440.0, 1, 1, 1, 1, 0, 0, 1.0, 2, 0, 2, 0.1043412529290388, 2, 0, 0, 0, 0]",1
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.4.26') set quota('download', '4', 'gb/wk')","define intent hypIntent: for group('dorms') set bandwidth('min', '10', 'mbps')","[4, 1, 1440.0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",0
"define intent stnIntent: for group('students') allow service('file transfer'), service('email') start hour('08:30') end hour('17:00')","define intent hypIntent: for group('students') block protocol('scp'), protocol('ftp') start hour('12:20') end hour('17:30')","[5, 1, 281.0, 1, 1, 1, 1, 0, 0, 0, 2, 1, 2, 0, 0, 0, 2, 0, 0]",1
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.11.50') set quota('download', '6', 'gb/wk')",define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.22.67') allow service('Sony Playstation 2') traffic('streaming'),"[3, 1, 1440.0, 0, 0, 1, 0, 3.1145415815835746, 4, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]",0
